I;time;file;args
0;2.055.089;./datasets/Aleatórios/a1500000.txt;['I']
1;2.035.116;./datasets/Aleatórios/a1500000.txt;['I']
2;2.031.154;./datasets/Aleatórios/a1500000.txt;['I']
3;2.036.699;./datasets/Aleatórios/a1500000.txt;['I']
4;2.030.556;./datasets/Aleatórios/a1500000.txt;['I']
5;2.036.641;./datasets/Aleatórios/a1500000.txt;['I']
0;195.415;./datasets/Aleatórios/a1500000.txt;['B', '10']
1;196.382;./datasets/Aleatórios/a1500000.txt;['B', '10']
2;195.136;./datasets/Aleatórios/a1500000.txt;['B', '10']
3;195.342;./datasets/Aleatórios/a1500000.txt;['B', '10']
4;196.683;./datasets/Aleatórios/a1500000.txt;['B', '10']
5;195.540;./datasets/Aleatórios/a1500000.txt;['B', '10']
0;18.039;./datasets/Aleatórios/a1500000.txt;['B', '100']
1;18.503;./datasets/Aleatórios/a1500000.txt;['B', '100']
2;18.007;./datasets/Aleatórios/a1500000.txt;['B', '100']
3;18.330;./datasets/Aleatórios/a1500000.txt;['B', '100']
4;18.694;./datasets/Aleatórios/a1500000.txt;['B', '100']
5;17.992;./datasets/Aleatórios/a1500000.txt;['B', '100']
0;0.3890;./datasets/Aleatórios/a1500000.txt;['B', '1000']
1;0.3093;./datasets/Aleatórios/a1500000.txt;['B', '1000']
2;0.3530;./datasets/Aleatórios/a1500000.txt;['B', '1000']
3;0.3421;./datasets/Aleatórios/a1500000.txt;['B', '1000']
4;0.3001;./datasets/Aleatórios/a1500000.txt;['B', '1000']
5;0.3186;./datasets/Aleatórios/a1500000.txt;['B', '1000']
0;3.684.662;./datasets/Aleatórios/a2000000.txt;['I']
1;3.648.112;./datasets/Aleatórios/a2000000.txt;['I']
2;3.679.248;./datasets/Aleatórios/a2000000.txt;['I']
3;3.713.734;./datasets/Aleatórios/a2000000.txt;['I']
4;3.706.438;./datasets/Aleatórios/a2000000.txt;['I']
5;3.687.533;./datasets/Aleatórios/a2000000.txt;['I']
0;350.847;./datasets/Aleatórios/a2000000.txt;['B', '10']
1;355.765;./datasets/Aleatórios/a2000000.txt;['B', '10']
2;379.057;./datasets/Aleatórios/a2000000.txt;['B', '10']
3;343.299;./datasets/Aleatórios/a2000000.txt;['B', '10']
4;322.534;./datasets/Aleatórios/a2000000.txt;['B', '10']
5;321.966;./datasets/Aleatórios/a2000000.txt;['B', '10']
0;30.785;./datasets/Aleatórios/a2000000.txt;['B', '100']
1;30.792;./datasets/Aleatórios/a2000000.txt;['B', '100']
2;30.840;./datasets/Aleatórios/a2000000.txt;['B', '100']
3;31.768;./datasets/Aleatórios/a2000000.txt;['B', '100']
4;30.981;./datasets/Aleatórios/a2000000.txt;['B', '100']
5;31.672;./datasets/Aleatórios/a2000000.txt;['B', '100']
0;0.4223;./datasets/Aleatórios/a2000000.txt;['B', '1000']
1;0.4132;./datasets/Aleatórios/a2000000.txt;['B', '1000']
2;0.4277;./datasets/Aleatórios/a2000000.txt;['B', '1000']
3;0.4490;./datasets/Aleatórios/a2000000.txt;['B', '1000']
4;0.4296;./datasets/Aleatórios/a2000000.txt;['B', '1000']
5;0.4536;./datasets/Aleatórios/a2000000.txt;['B', '1000']
0;0.0068;./datasets/Decrescentes/d100.txt;['I']
1;0.0037;./datasets/Decrescentes/d100.txt;['I']
2;0.0015;./datasets/Decrescentes/d100.txt;['I']
3;0.0036;./datasets/Decrescentes/d100.txt;['I']
4;0.0021;./datasets/Decrescentes/d100.txt;['I']
5;0.0020;./datasets/Decrescentes/d100.txt;['I']
0;0.0024;./datasets/Decrescentes/d100.txt;['B', '10']
1;0.0012;./datasets/Decrescentes/d100.txt;['B', '10']
2;0.0017;./datasets/Decrescentes/d100.txt;['B', '10']
3;0.0014;./datasets/Decrescentes/d100.txt;['B', '10']
4;0.0012;./datasets/Decrescentes/d100.txt;['B', '10']
5;0.0012;./datasets/Decrescentes/d100.txt;['B', '10']
0;0.0018;./datasets/Decrescentes/d100.txt;['B', '100']
1;0.0018;./datasets/Decrescentes/d100.txt;['B', '100']
2;0.0014;./datasets/Decrescentes/d100.txt;['B', '100']
3;0.0017;./datasets/Decrescentes/d100.txt;['B', '100']
4;0.0012;./datasets/Decrescentes/d100.txt;['B', '100']
5;0.0012;./datasets/Decrescentes/d100.txt;['B', '100']
0;0.0013;./datasets/Decrescentes/d100.txt;['B', '1000']
1;0.0011;./datasets/Decrescentes/d100.txt;['B', '1000']
2;0.0022;./datasets/Decrescentes/d100.txt;['B', '1000']
3;0.0018;./datasets/Decrescentes/d100.txt;['B', '1000']
4;0.0011;./datasets/Decrescentes/d100.txt;['B', '1000']
5;0.0011;./datasets/Decrescentes/d100.txt;['B', '1000']
0;0.0022;./datasets/Decrescentes/d200.txt;['I']
1;0.0018;./datasets/Decrescentes/d200.txt;['I']
2;0.0014;./datasets/Decrescentes/d200.txt;['I']
3;0.0016;./datasets/Decrescentes/d200.txt;['I']
4;0.0017;./datasets/Decrescentes/d200.txt;['I']
5;0.0012;./datasets/Decrescentes/d200.txt;['I']
0;0.0018;./datasets/Decrescentes/d200.txt;['B', '10']
1;0.0020;./datasets/Decrescentes/d200.txt;['B', '10']
2;0.0019;./datasets/Decrescentes/d200.txt;['B', '10']
3;0.0014;./datasets/Decrescentes/d200.txt;['B', '10']
4;0.0021;./datasets/Decrescentes/d200.txt;['B', '10']
5;0.0012;./datasets/Decrescentes/d200.txt;['B', '10']
0;0.0014;./datasets/Decrescentes/d200.txt;['B', '100']
1;0.0011;./datasets/Decrescentes/d200.txt;['B', '100']
2;0.0013;./datasets/Decrescentes/d200.txt;['B', '100']
3;0.0015;./datasets/Decrescentes/d200.txt;['B', '100']
4;0.0016;./datasets/Decrescentes/d200.txt;['B', '100']
5;0.0015;./datasets/Decrescentes/d200.txt;['B', '100']
0;0.0012;./datasets/Decrescentes/d200.txt;['B', '1000']
1;0.0014;./datasets/Decrescentes/d200.txt;['B', '1000']
2;0.0012;./datasets/Decrescentes/d200.txt;['B', '1000']
3;0.0013;./datasets/Decrescentes/d200.txt;['B', '1000']
4;0.0012;./datasets/Decrescentes/d200.txt;['B', '1000']
5;0.0013;./datasets/Decrescentes/d200.txt;['B', '1000']
0;0.0025;./datasets/Decrescentes/d500.txt;['I']
1;0.0017;./datasets/Decrescentes/d500.txt;['I']
2;0.0012;./datasets/Decrescentes/d500.txt;['I']
3;0.0012;./datasets/Decrescentes/d500.txt;['I']
4;0.0014;./datasets/Decrescentes/d500.txt;['I']
5;0.0016;./datasets/Decrescentes/d500.txt;['I']
0;0.0012;./datasets/Decrescentes/d500.txt;['B', '10']
1;0.0013;./datasets/Decrescentes/d500.txt;['B', '10']
2;0.0014;./datasets/Decrescentes/d500.txt;['B', '10']
3;0.0011;./datasets/Decrescentes/d500.txt;['B', '10']
4;0.0013;./datasets/Decrescentes/d500.txt;['B', '10']
5;0.0019;./datasets/Decrescentes/d500.txt;['B', '10']
0;0.0017;./datasets/Decrescentes/d500.txt;['B', '100']
1;0.0013;./datasets/Decrescentes/d500.txt;['B', '100']
2;0.0017;./datasets/Decrescentes/d500.txt;['B', '100']
3;0.0014;./datasets/Decrescentes/d500.txt;['B', '100']
4;0.0014;./datasets/Decrescentes/d500.txt;['B', '100']
5;0.0015;./datasets/Decrescentes/d500.txt;['B', '100']
0;0.0012;./datasets/Decrescentes/d500.txt;['B', '1000']
1;0.0013;./datasets/Decrescentes/d500.txt;['B', '1000']
2;0.0019;./datasets/Decrescentes/d500.txt;['B', '1000']
3;0.0015;./datasets/Decrescentes/d500.txt;['B', '1000']
4;0.0017;./datasets/Decrescentes/d500.txt;['B', '1000']
5;0.0014;./datasets/Decrescentes/d500.txt;['B', '1000']
0;0.0016;./datasets/Decrescentes/d1000.txt;['I']
1;0.0017;./datasets/Decrescentes/d1000.txt;['I']
2;0.0015;./datasets/Decrescentes/d1000.txt;['I']
3;0.0017;./datasets/Decrescentes/d1000.txt;['I']
4;0.0013;./datasets/Decrescentes/d1000.txt;['I']
5;0.0026;./datasets/Decrescentes/d1000.txt;['I']
0;0.0012;./datasets/Decrescentes/d1000.txt;['B', '10']
1;0.0014;./datasets/Decrescentes/d1000.txt;['B', '10']
2;0.0014;./datasets/Decrescentes/d1000.txt;['B', '10']
3;0.0016;./datasets/Decrescentes/d1000.txt;['B', '10']
4;0.0019;./datasets/Decrescentes/d1000.txt;['B', '10']
5;0.0018;./datasets/Decrescentes/d1000.txt;['B', '10']
0;0.0013;./datasets/Decrescentes/d1000.txt;['B', '100']
1;0.0014;./datasets/Decrescentes/d1000.txt;['B', '100']
2;0.0013;./datasets/Decrescentes/d1000.txt;['B', '100']
3;0.0018;./datasets/Decrescentes/d1000.txt;['B', '100']
4;0.0013;./datasets/Decrescentes/d1000.txt;['B', '100']
5;0.0012;./datasets/Decrescentes/d1000.txt;['B', '100']
0;0.0013;./datasets/Decrescentes/d1000.txt;['B', '1000']
1;0.0017;./datasets/Decrescentes/d1000.txt;['B', '1000']
2;0.0014;./datasets/Decrescentes/d1000.txt;['B', '1000']
3;0.0012;./datasets/Decrescentes/d1000.txt;['B', '1000']
4;0.0012;./datasets/Decrescentes/d1000.txt;['B', '1000']
5;0.0012;./datasets/Decrescentes/d1000.txt;['B', '1000']
0;0.0033;./datasets/Decrescentes/d2000.txt;['I']
1;0.0018;./datasets/Decrescentes/d2000.txt;['I']
2;0.0025;./datasets/Decrescentes/d2000.txt;['I']
3;0.0018;./datasets/Decrescentes/d2000.txt;['I']
4;0.0021;./datasets/Decrescentes/d2000.txt;['I']
5;0.0025;./datasets/Decrescentes/d2000.txt;['I']
0;0.0014;./datasets/Decrescentes/d2000.txt;['B', '10']
1;0.0015;./datasets/Decrescentes/d2000.txt;['B', '10']
2;0.0014;./datasets/Decrescentes/d2000.txt;['B', '10']
3;0.0016;./datasets/Decrescentes/d2000.txt;['B', '10']
4;0.0014;./datasets/Decrescentes/d2000.txt;['B', '10']
5;0.0014;./datasets/Decrescentes/d2000.txt;['B', '10']
0;0.0012;./datasets/Decrescentes/d2000.txt;['B', '100']
1;0.0014;./datasets/Decrescentes/d2000.txt;['B', '100']
2;0.0017;./datasets/Decrescentes/d2000.txt;['B', '100']
3;0.0016;./datasets/Decrescentes/d2000.txt;['B', '100']
4;0.0013;./datasets/Decrescentes/d2000.txt;['B', '100']
5;0.0012;./datasets/Decrescentes/d2000.txt;['B', '100']
0;0.0016;./datasets/Decrescentes/d2000.txt;['B', '1000']
1;0.0017;./datasets/Decrescentes/d2000.txt;['B', '1000']
2;0.0016;./datasets/Decrescentes/d2000.txt;['B', '1000']
3;0.0017;./datasets/Decrescentes/d2000.txt;['B', '1000']
4;0.0015;./datasets/Decrescentes/d2000.txt;['B', '1000']
5;0.0021;./datasets/Decrescentes/d2000.txt;['B', '1000']
0;0.0056;./datasets/Decrescentes/d5000.txt;['I']
1;0.0049;./datasets/Decrescentes/d5000.txt;['I']
2;0.0046;./datasets/Decrescentes/d5000.txt;['I']
3;0.0046;./datasets/Decrescentes/d5000.txt;['I']
4;0.0062;./datasets/Decrescentes/d5000.txt;['I']
5;0.0059;./datasets/Decrescentes/d5000.txt;['I']
0;0.0022;./datasets/Decrescentes/d5000.txt;['B', '10']
1;0.0020;./datasets/Decrescentes/d5000.txt;['B', '10']
2;0.0024;./datasets/Decrescentes/d5000.txt;['B', '10']
3;0.0021;./datasets/Decrescentes/d5000.txt;['B', '10']
4;0.0019;./datasets/Decrescentes/d5000.txt;['B', '10']
5;0.0022;./datasets/Decrescentes/d5000.txt;['B', '10']
0;0.0016;./datasets/Decrescentes/d5000.txt;['B', '100']
1;0.0016;./datasets/Decrescentes/d5000.txt;['B', '100']
2;0.0018;./datasets/Decrescentes/d5000.txt;['B', '100']
3;0.0016;./datasets/Decrescentes/d5000.txt;['B', '100']
4;0.0017;./datasets/Decrescentes/d5000.txt;['B', '100']
5;0.0016;./datasets/Decrescentes/d5000.txt;['B', '100']
0;0.0016;./datasets/Decrescentes/d5000.txt;['B', '1000']
1;0.0016;./datasets/Decrescentes/d5000.txt;['B', '1000']
2;0.0016;./datasets/Decrescentes/d5000.txt;['B', '1000']
3;0.0016;./datasets/Decrescentes/d5000.txt;['B', '1000']
4;0.0016;./datasets/Decrescentes/d5000.txt;['B', '1000']
5;0.0019;./datasets/Decrescentes/d5000.txt;['B', '1000']
0;0.0138;./datasets/Decrescentes/d7500.txt;['I']
1;0.0089;./datasets/Decrescentes/d7500.txt;['I']
2;0.0096;./datasets/Decrescentes/d7500.txt;['I']
3;0.0088;./datasets/Decrescentes/d7500.txt;['I']
4;0.0089;./datasets/Decrescentes/d7500.txt;['I']
5;0.0085;./datasets/Decrescentes/d7500.txt;['I']
0;0.0034;./datasets/Decrescentes/d7500.txt;['B', '10']
1;0.0029;./datasets/Decrescentes/d7500.txt;['B', '10']
2;0.0026;./datasets/Decrescentes/d7500.txt;['B', '10']
3;0.0026;./datasets/Decrescentes/d7500.txt;['B', '10']
4;0.0025;./datasets/Decrescentes/d7500.txt;['B', '10']
5;0.0027;./datasets/Decrescentes/d7500.txt;['B', '10']
0;0.0019;./datasets/Decrescentes/d7500.txt;['B', '100']
1;0.0019;./datasets/Decrescentes/d7500.txt;['B', '100']
2;0.0019;./datasets/Decrescentes/d7500.txt;['B', '100']
3;0.0021;./datasets/Decrescentes/d7500.txt;['B', '100']
4;0.0018;./datasets/Decrescentes/d7500.txt;['B', '100']
5;0.0024;./datasets/Decrescentes/d7500.txt;['B', '100']
0;0.0022;./datasets/Decrescentes/d7500.txt;['B', '1000']
1;0.0019;./datasets/Decrescentes/d7500.txt;['B', '1000']
2;0.0021;./datasets/Decrescentes/d7500.txt;['B', '1000']
3;0.0029;./datasets/Decrescentes/d7500.txt;['B', '1000']
4;0.0024;./datasets/Decrescentes/d7500.txt;['B', '1000']
5;0.0028;./datasets/Decrescentes/d7500.txt;['B', '1000']
0;0.0164;./datasets/Decrescentes/d10000.txt;['I']
1;0.0171;./datasets/Decrescentes/d10000.txt;['I']
2;0.0184;./datasets/Decrescentes/d10000.txt;['I']
3;0.0149;./datasets/Decrescentes/d10000.txt;['I']
4;0.0149;./datasets/Decrescentes/d10000.txt;['I']
5;0.0214;./datasets/Decrescentes/d10000.txt;['I']
0;0.0039;./datasets/Decrescentes/d10000.txt;['B', '10']
1;0.0036;./datasets/Decrescentes/d10000.txt;['B', '10']
2;0.0034;./datasets/Decrescentes/d10000.txt;['B', '10']
3;0.0036;./datasets/Decrescentes/d10000.txt;['B', '10']
4;0.0034;./datasets/Decrescentes/d10000.txt;['B', '10']
5;0.0035;./datasets/Decrescentes/d10000.txt;['B', '10']
0;0.0023;./datasets/Decrescentes/d10000.txt;['B', '100']
1;0.0029;./datasets/Decrescentes/d10000.txt;['B', '100']
2;0.0026;./datasets/Decrescentes/d10000.txt;['B', '100']
3;0.0023;./datasets/Decrescentes/d10000.txt;['B', '100']
4;0.0044;./datasets/Decrescentes/d10000.txt;['B', '100']
5;0.0023;./datasets/Decrescentes/d10000.txt;['B', '100']
0;0.0024;./datasets/Decrescentes/d10000.txt;['B', '1000']
1;0.0022;./datasets/Decrescentes/d10000.txt;['B', '1000']
2;0.0020;./datasets/Decrescentes/d10000.txt;['B', '1000']
3;0.0033;./datasets/Decrescentes/d10000.txt;['B', '1000']
4;0.0022;./datasets/Decrescentes/d10000.txt;['B', '1000']
5;0.0026;./datasets/Decrescentes/d10000.txt;['B', '1000']
0;0.0361;./datasets/Decrescentes/d15000.txt;['I']
1;0.0349;./datasets/Decrescentes/d15000.txt;['I']
2;0.0355;./datasets/Decrescentes/d15000.txt;['I']
3;0.0346;./datasets/Decrescentes/d15000.txt;['I']
4;0.0349;./datasets/Decrescentes/d15000.txt;['I']
5;0.0357;./datasets/Decrescentes/d15000.txt;['I']
0;0.0057;./datasets/Decrescentes/d15000.txt;['B', '10']
1;0.0056;./datasets/Decrescentes/d15000.txt;['B', '10']
2;0.0059;./datasets/Decrescentes/d15000.txt;['B', '10']
3;0.0054;./datasets/Decrescentes/d15000.txt;['B', '10']
4;0.0056;./datasets/Decrescentes/d15000.txt;['B', '10']
5;0.0058;./datasets/Decrescentes/d15000.txt;['B', '10']
0;0.0032;./datasets/Decrescentes/d15000.txt;['B', '100']
1;0.0034;./datasets/Decrescentes/d15000.txt;['B', '100']
2;0.0033;./datasets/Decrescentes/d15000.txt;['B', '100']
3;0.0031;./datasets/Decrescentes/d15000.txt;['B', '100']
4;0.0030;./datasets/Decrescentes/d15000.txt;['B', '100']
5;0.0030;./datasets/Decrescentes/d15000.txt;['B', '100']
0;0.0030;./datasets/Decrescentes/d15000.txt;['B', '1000']
1;0.0029;./datasets/Decrescentes/d15000.txt;['B', '1000']
2;0.0033;./datasets/Decrescentes/d15000.txt;['B', '1000']
3;0.0032;./datasets/Decrescentes/d15000.txt;['B', '1000']
4;0.0027;./datasets/Decrescentes/d15000.txt;['B', '1000']
5;0.0027;./datasets/Decrescentes/d15000.txt;['B', '1000']
0;0.1511;./datasets/Decrescentes/d30000.txt;['I']
1;0.1457;./datasets/Decrescentes/d30000.txt;['I']
2;0.1407;./datasets/Decrescentes/d30000.txt;['I']
3;0.1436;./datasets/Decrescentes/d30000.txt;['I']
4;0.1604;./datasets/Decrescentes/d30000.txt;['I']
5;0.1410;./datasets/Decrescentes/d30000.txt;['I']
0;0.0157;./datasets/Decrescentes/d30000.txt;['B', '10']
1;0.0177;./datasets/Decrescentes/d30000.txt;['B', '10']
2;0.0169;./datasets/Decrescentes/d30000.txt;['B', '10']
3;0.0161;./datasets/Decrescentes/d30000.txt;['B', '10']
4;0.0215;./datasets/Decrescentes/d30000.txt;['B', '10']
5;0.0174;./datasets/Decrescentes/d30000.txt;['B', '10']
0;0.0054;./datasets/Decrescentes/d30000.txt;['B', '100']
1;0.0057;./datasets/Decrescentes/d30000.txt;['B', '100']
2;0.0060;./datasets/Decrescentes/d30000.txt;['B', '100']
3;0.0059;./datasets/Decrescentes/d30000.txt;['B', '100']
4;0.0057;./datasets/Decrescentes/d30000.txt;['B', '100']
5;0.0052;./datasets/Decrescentes/d30000.txt;['B', '100']
0;0.0040;./datasets/Decrescentes/d30000.txt;['B', '1000']
1;0.0041;./datasets/Decrescentes/d30000.txt;['B', '1000']
2;0.0040;./datasets/Decrescentes/d30000.txt;['B', '1000']
3;0.0039;./datasets/Decrescentes/d30000.txt;['B', '1000']
4;0.0045;./datasets/Decrescentes/d30000.txt;['B', '1000']
5;0.0041;./datasets/Decrescentes/d30000.txt;['B', '1000']
0;0.3996;./datasets/Decrescentes/d50000.txt;['I']
1;0.4297;./datasets/Decrescentes/d50000.txt;['I']
2;0.3985;./datasets/Decrescentes/d50000.txt;['I']
3;0.3958;./datasets/Decrescentes/d50000.txt;['I']
4;0.4088;./datasets/Decrescentes/d50000.txt;['I']
5;0.4048;./datasets/Decrescentes/d50000.txt;['I']
0;0.0467;./datasets/Decrescentes/d50000.txt;['B', '10']
1;0.0378;./datasets/Decrescentes/d50000.txt;['B', '10']
2;0.0448;./datasets/Decrescentes/d50000.txt;['B', '10']
3;0.0379;./datasets/Decrescentes/d50000.txt;['B', '10']
4;0.0380;./datasets/Decrescentes/d50000.txt;['B', '10']
5;0.0399;./datasets/Decrescentes/d50000.txt;['B', '10']
0;0.0101;./datasets/Decrescentes/d50000.txt;['B', '100']
1;0.0101;./datasets/Decrescentes/d50000.txt;['B', '100']
2;0.0114;./datasets/Decrescentes/d50000.txt;['B', '100']
3;0.0122;./datasets/Decrescentes/d50000.txt;['B', '100']
4;0.0108;./datasets/Decrescentes/d50000.txt;['B', '100']
5;0.0099;./datasets/Decrescentes/d50000.txt;['B', '100']
0;0.0062;./datasets/Decrescentes/d50000.txt;['B', '1000']
1;0.0064;./datasets/Decrescentes/d50000.txt;['B', '1000']
2;0.0067;./datasets/Decrescentes/d50000.txt;['B', '1000']
3;0.0065;./datasets/Decrescentes/d50000.txt;['B', '1000']
4;0.0069;./datasets/Decrescentes/d50000.txt;['B', '1000']
5;0.0070;./datasets/Decrescentes/d50000.txt;['B', '1000']
0;0.8967;./datasets/Decrescentes/d75000.txt;['I']
1;0.8945;./datasets/Decrescentes/d75000.txt;['I']
2;0.9206;./datasets/Decrescentes/d75000.txt;['I']
3;0.9227;./datasets/Decrescentes/d75000.txt;['I']
4;0.9082;./datasets/Decrescentes/d75000.txt;['I']
5;0.9198;./datasets/Decrescentes/d75000.txt;['I']
0;0.0859;./datasets/Decrescentes/d75000.txt;['B', '10']
1;0.0787;./datasets/Decrescentes/d75000.txt;['B', '10']
2;0.0899;./datasets/Decrescentes/d75000.txt;['B', '10']
3;0.0820;./datasets/Decrescentes/d75000.txt;['B', '10']
4;0.0814;./datasets/Decrescentes/d75000.txt;['B', '10']
5;0.0771;./datasets/Decrescentes/d75000.txt;['B', '10']
0;0.0175;./datasets/Decrescentes/d75000.txt;['B', '100']
1;0.0204;./datasets/Decrescentes/d75000.txt;['B', '100']
2;0.0171;./datasets/Decrescentes/d75000.txt;['B', '100']
3;0.0160;./datasets/Decrescentes/d75000.txt;['B', '100']
4;0.0164;./datasets/Decrescentes/d75000.txt;['B', '100']
5;0.0174;./datasets/Decrescentes/d75000.txt;['B', '100']
0;0.0086;./datasets/Decrescentes/d75000.txt;['B', '1000']
1;0.0088;./datasets/Decrescentes/d75000.txt;['B', '1000']
2;0.0088;./datasets/Decrescentes/d75000.txt;['B', '1000']
3;0.0097;./datasets/Decrescentes/d75000.txt;['B', '1000']
4;0.0099;./datasets/Decrescentes/d75000.txt;['B', '1000']
5;0.0094;./datasets/Decrescentes/d75000.txt;['B', '1000']
0;16.267;./datasets/Decrescentes/d100000.txt;['I']
1;16.057;./datasets/Decrescentes/d100000.txt;['I']
2;16.137;./datasets/Decrescentes/d100000.txt;['I']
3;16.144;./datasets/Decrescentes/d100000.txt;['I']
4;16.408;./datasets/Decrescentes/d100000.txt;['I']
5;16.209;./datasets/Decrescentes/d100000.txt;['I']
0;0.1622;./datasets/Decrescentes/d100000.txt;['B', '10']
1;0.1505;./datasets/Decrescentes/d100000.txt;['B', '10']
2;0.1570;./datasets/Decrescentes/d100000.txt;['B', '10']
3;0.1639;./datasets/Decrescentes/d100000.txt;['B', '10']
4;0.1536;./datasets/Decrescentes/d100000.txt;['B', '10']
5;0.1478;./datasets/Decrescentes/d100000.txt;['B', '10']
0;0.0278;./datasets/Decrescentes/d100000.txt;['B', '100']
1;0.0238;./datasets/Decrescentes/d100000.txt;['B', '100']
2;0.0254;./datasets/Decrescentes/d100000.txt;['B', '100']
3;0.0238;./datasets/Decrescentes/d100000.txt;['B', '100']
4;0.0325;./datasets/Decrescentes/d100000.txt;['B', '100']
5;0.0253;./datasets/Decrescentes/d100000.txt;['B', '100']
0;0.0111;./datasets/Decrescentes/d100000.txt;['B', '1000']
1;0.0131;./datasets/Decrescentes/d100000.txt;['B', '1000']
2;0.0112;./datasets/Decrescentes/d100000.txt;['B', '1000']
3;0.0112;./datasets/Decrescentes/d100000.txt;['B', '1000']
4;0.0112;./datasets/Decrescentes/d100000.txt;['B', '1000']
5;0.0114;./datasets/Decrescentes/d100000.txt;['B', '1000']
0;63.663;./datasets/Decrescentes/d200000.txt;['I']
1;64.005;./datasets/Decrescentes/d200000.txt;['I']
2;64.197;./datasets/Decrescentes/d200000.txt;['I']
3;63.703;./datasets/Decrescentes/d200000.txt;['I']
4;64.971;./datasets/Decrescentes/d200000.txt;['I']
5;64.684;./datasets/Decrescentes/d200000.txt;['I']
0;0.6355;./datasets/Decrescentes/d200000.txt;['B', '10']
1;0.6299;./datasets/Decrescentes/d200000.txt;['B', '10']
2;0.6469;./datasets/Decrescentes/d200000.txt;['B', '10']
3;0.6508;./datasets/Decrescentes/d200000.txt;['B', '10']
4;0.6499;./datasets/Decrescentes/d200000.txt;['B', '10']
5;0.6622;./datasets/Decrescentes/d200000.txt;['B', '10']
0;0.0781;./datasets/Decrescentes/d200000.txt;['B', '100']
1;0.0678;./datasets/Decrescentes/d200000.txt;['B', '100']
2;0.0692;./datasets/Decrescentes/d200000.txt;['B', '100']
3;0.0790;./datasets/Decrescentes/d200000.txt;['B', '100']
4;0.0713;./datasets/Decrescentes/d200000.txt;['B', '100']
5;0.0829;./datasets/Decrescentes/d200000.txt;['B', '100']
0;0.0238;./datasets/Decrescentes/d200000.txt;['B', '1000']
1;0.0312;./datasets/Decrescentes/d200000.txt;['B', '1000']
2;0.0252;./datasets/Decrescentes/d200000.txt;['B', '1000']
3;0.0265;./datasets/Decrescentes/d200000.txt;['B', '1000']
4;0.0242;./datasets/Decrescentes/d200000.txt;['B', '1000']
5;0.0245;./datasets/Decrescentes/d200000.txt;['B', '1000']
0;410.958;./datasets/Decrescentes/d500000.txt;['I']
1;404.871;./datasets/Decrescentes/d500000.txt;['I']
2;401.593;./datasets/Decrescentes/d500000.txt;['I']
3;404.472;./datasets/Decrescentes/d500000.txt;['I']
4;404.466;./datasets/Decrescentes/d500000.txt;['I']
5;400.390;./datasets/Decrescentes/d500000.txt;['I']
0;39.785;./datasets/Decrescentes/d500000.txt;['B', '10']
1;39.936;./datasets/Decrescentes/d500000.txt;['B', '10']
2;40.465;./datasets/Decrescentes/d500000.txt;['B', '10']
3;40.221;./datasets/Decrescentes/d500000.txt;['B', '10']
4;39.790;./datasets/Decrescentes/d500000.txt;['B', '10']
5;40.011;./datasets/Decrescentes/d500000.txt;['B', '10']
0;0.3688;./datasets/Decrescentes/d500000.txt;['B', '100']
1;0.3798;./datasets/Decrescentes/d500000.txt;['B', '100']
2;0.3613;./datasets/Decrescentes/d500000.txt;['B', '100']
3;0.3754;./datasets/Decrescentes/d500000.txt;['B', '100']
4;0.3717;./datasets/Decrescentes/d500000.txt;['B', '100']
5;0.3720;./datasets/Decrescentes/d500000.txt;['B', '100']
0;0.0816;./datasets/Decrescentes/d500000.txt;['B', '1000']
1;0.0710;./datasets/Decrescentes/d500000.txt;['B', '1000']
2;0.0732;./datasets/Decrescentes/d500000.txt;['B', '1000']
3;0.0779;./datasets/Decrescentes/d500000.txt;['B', '1000']
4;0.0790;./datasets/Decrescentes/d500000.txt;['B', '1000']
5;0.0710;./datasets/Decrescentes/d500000.txt;['B', '1000']
0;903.533;./datasets/Decrescentes/d750000.txt;['I']
1;896.847;./datasets/Decrescentes/d750000.txt;['I']
2;906.245;./datasets/Decrescentes/d750000.txt;['I']
3;901.699;./datasets/Decrescentes/d750000.txt;['I']
4;898.790;./datasets/Decrescentes/d750000.txt;['I']
5;906.259;./datasets/Decrescentes/d750000.txt;['I']
0;90.505;./datasets/Decrescentes/d750000.txt;['B', '10']
1;90.966;./datasets/Decrescentes/d750000.txt;['B', '10']
2;90.379;./datasets/Decrescentes/d750000.txt;['B', '10']
3;89.956;./datasets/Decrescentes/d750000.txt;['B', '10']
4;91.230;./datasets/Decrescentes/d750000.txt;['B', '10']
5;90.973;./datasets/Decrescentes/d750000.txt;['B', '10']
0;0.7947;./datasets/Decrescentes/d750000.txt;['B', '100']
1;0.7833;./datasets/Decrescentes/d750000.txt;['B', '100']
2;0.8112;./datasets/Decrescentes/d750000.txt;['B', '100']
3;0.7749;./datasets/Decrescentes/d750000.txt;['B', '100']
4;0.7962;./datasets/Decrescentes/d750000.txt;['B', '100']
5;0.7891;./datasets/Decrescentes/d750000.txt;['B', '100']
0;0.1276;./datasets/Decrescentes/d750000.txt;['B', '1000']
1;0.1389;./datasets/Decrescentes/d750000.txt;['B', '1000']
2;0.1395;./datasets/Decrescentes/d750000.txt;['B', '1000']
3;0.1337;./datasets/Decrescentes/d750000.txt;['B', '1000']
4;0.1296;./datasets/Decrescentes/d750000.txt;['B', '1000']
5;0.1340;./datasets/Decrescentes/d750000.txt;['B', '1000']
