I;time;file;args
0;1.602.905;./datasets/Decrescentes/d1000000.txt;['I']
1;1.603.251;./datasets/Decrescentes/d1000000.txt;['I']
2;1.602.160;./datasets/Decrescentes/d1000000.txt;['I']
3;1.595.726;./datasets/Decrescentes/d1000000.txt;['I']
4;1.601.111;./datasets/Decrescentes/d1000000.txt;['I']
5;1.604.753;./datasets/Decrescentes/d1000000.txt;['I']
0;162.063;./datasets/Decrescentes/d1000000.txt;['B', '10']
1;160.151;./datasets/Decrescentes/d1000000.txt;['B', '10']
2;160.725;./datasets/Decrescentes/d1000000.txt;['B', '10']
3;160.597;./datasets/Decrescentes/d1000000.txt;['B', '10']
4;160.899;./datasets/Decrescentes/d1000000.txt;['B', '10']
5;160.882;./datasets/Decrescentes/d1000000.txt;['B', '10']
0;14.577;./datasets/Decrescentes/d1000000.txt;['B', '100']
1;14.270;./datasets/Decrescentes/d1000000.txt;['B', '100']
2;14.232;./datasets/Decrescentes/d1000000.txt;['B', '100']
3;14.472;./datasets/Decrescentes/d1000000.txt;['B', '100']
4;13.946;./datasets/Decrescentes/d1000000.txt;['B', '100']
5;14.472;./datasets/Decrescentes/d1000000.txt;['B', '100']
0;0.2051;./datasets/Decrescentes/d1000000.txt;['B', '1000']
1;0.2052;./datasets/Decrescentes/d1000000.txt;['B', '1000']
2;0.2010;./datasets/Decrescentes/d1000000.txt;['B', '1000']
3;0.2233;./datasets/Decrescentes/d1000000.txt;['B', '1000']
4;0.2510;./datasets/Decrescentes/d1000000.txt;['B', '1000']
5;0.2333;./datasets/Decrescentes/d1000000.txt;['B', '1000']
0;2.517.955;./datasets/Decrescentes/d1250000.txt;['I']
1;2.513.929;./datasets/Decrescentes/d1250000.txt;['I']
2;2.516.786;./datasets/Decrescentes/d1250000.txt;['I']
3;2.517.939;./datasets/Decrescentes/d1250000.txt;['I']
4;2.506.554;./datasets/Decrescentes/d1250000.txt;['I']
5;2.518.335;./datasets/Decrescentes/d1250000.txt;['I']
0;250.069;./datasets/Decrescentes/d1250000.txt;['B', '10']
1;248.635;./datasets/Decrescentes/d1250000.txt;['B', '10']
2;248.574;./datasets/Decrescentes/d1250000.txt;['B', '10']
3;248.792;./datasets/Decrescentes/d1250000.txt;['B', '10']
4;249.367;./datasets/Decrescentes/d1250000.txt;['B', '10']
5;249.326;./datasets/Decrescentes/d1250000.txt;['B', '10']
0;23.157;./datasets/Decrescentes/d1250000.txt;['B', '100']
1;23.012;./datasets/Decrescentes/d1250000.txt;['B', '100']
2;23.241;./datasets/Decrescentes/d1250000.txt;['B', '100']
3;22.673;./datasets/Decrescentes/d1250000.txt;['B', '100']
4;23.618;./datasets/Decrescentes/d1250000.txt;['B', '100']
5;23.214;./datasets/Decrescentes/d1250000.txt;['B', '100']
0;0.2911;./datasets/Decrescentes/d1250000.txt;['B', '1000']
1;0.2738;./datasets/Decrescentes/d1250000.txt;['B', '1000']
2;0.2872;./datasets/Decrescentes/d1250000.txt;['B', '1000']
3;0.2910;./datasets/Decrescentes/d1250000.txt;['B', '1000']
4;0.2779;./datasets/Decrescentes/d1250000.txt;['B', '1000']
5;0.2766;./datasets/Decrescentes/d1250000.txt;['B', '1000']
0;3.609.382;./datasets/Decrescentes/d1500000.txt;['I']
1;3.635.463;./datasets/Decrescentes/d1500000.txt;['I']
2;3.613.882;./datasets/Decrescentes/d1500000.txt;['I']
3;3.606.689;./datasets/Decrescentes/d1500000.txt;['I']
4;3.617.062;./datasets/Decrescentes/d1500000.txt;['I']
5;3.614.000;./datasets/Decrescentes/d1500000.txt;['I']
0;361.376;./datasets/Decrescentes/d1500000.txt;['B', '10']
1;360.228;./datasets/Decrescentes/d1500000.txt;['B', '10']
2;360.837;./datasets/Decrescentes/d1500000.txt;['B', '10']
3;359.238;./datasets/Decrescentes/d1500000.txt;['B', '10']
4;360.053;./datasets/Decrescentes/d1500000.txt;['B', '10']
5;360.606;./datasets/Decrescentes/d1500000.txt;['B', '10']
0;34.086;./datasets/Decrescentes/d1500000.txt;['B', '100']
1;34.221;./datasets/Decrescentes/d1500000.txt;['B', '100']
2;33.925;./datasets/Decrescentes/d1500000.txt;['B', '100']
3;33.878;./datasets/Decrescentes/d1500000.txt;['B', '100']
4;33.913;./datasets/Decrescentes/d1500000.txt;['B', '100']
5;34.688;./datasets/Decrescentes/d1500000.txt;['B', '100']
0;0.3743;./datasets/Decrescentes/d1500000.txt;['B', '1000']
1;0.3934;./datasets/Decrescentes/d1500000.txt;['B', '1000']
2;0.3727;./datasets/Decrescentes/d1500000.txt;['B', '1000']
3;0.3645;./datasets/Decrescentes/d1500000.txt;['B', '1000']
4;0.3947;./datasets/Decrescentes/d1500000.txt;['B', '1000']
5;0.3983;./datasets/Decrescentes/d1500000.txt;['B', '1000']
0;6.496.331;./datasets/Decrescentes/d2000000.txt;['I']
1;6.523.029;./datasets/Decrescentes/d2000000.txt;['I']
2;6.487.436;./datasets/Decrescentes/d2000000.txt;['I']
3;6.489.767;./datasets/Decrescentes/d2000000.txt;['I']
4;6.531.864;./datasets/Decrescentes/d2000000.txt;['I']
5;6.572.431;./datasets/Decrescentes/d2000000.txt;['I']
0;652.793;./datasets/Decrescentes/d2000000.txt;['B', '10']
1;648.654;./datasets/Decrescentes/d2000000.txt;['B', '10']
2;1.055.798;./datasets/Decrescentes/d2000000.txt;['B', '10']
3;924.650;./datasets/Decrescentes/d2000000.txt;['B', '10']
4;908.780;./datasets/Decrescentes/d2000000.txt;['B', '10']
5;931.169;./datasets/Decrescentes/d2000000.txt;['B', '10']
0;92.622;./datasets/Decrescentes/d2000000.txt;['B', '100']
1;88.511;./datasets/Decrescentes/d2000000.txt;['B', '100']
2;90.115;./datasets/Decrescentes/d2000000.txt;['B', '100']
3;90.465;./datasets/Decrescentes/d2000000.txt;['B', '100']
4;91.554;./datasets/Decrescentes/d2000000.txt;['B', '100']
5;88.425;./datasets/Decrescentes/d2000000.txt;['B', '100']
0;0.9326;./datasets/Decrescentes/d2000000.txt;['B', '1000']
1;0.9371;./datasets/Decrescentes/d2000000.txt;['B', '1000']
2;0.8937;./datasets/Decrescentes/d2000000.txt;['B', '1000']
3;0.8417;./datasets/Decrescentes/d2000000.txt;['B', '1000']
4;0.8947;./datasets/Decrescentes/d2000000.txt;['B', '1000']
5;0.9116;./datasets/Decrescentes/d2000000.txt;['B', '1000']
0;0.0059;./datasets/Ordenados/o100.txt;['I']
1;0.0022;./datasets/Ordenados/o100.txt;['I']
2;0.0024;./datasets/Ordenados/o100.txt;['I']
3;0.0024;./datasets/Ordenados/o100.txt;['I']
4;0.0025;./datasets/Ordenados/o100.txt;['I']
5;0.0025;./datasets/Ordenados/o100.txt;['I']
0;0.0021;./datasets/Ordenados/o100.txt;['B', '10']
1;0.0024;./datasets/Ordenados/o100.txt;['B', '10']
2;0.0020;./datasets/Ordenados/o100.txt;['B', '10']
3;0.0017;./datasets/Ordenados/o100.txt;['B', '10']
4;0.0021;./datasets/Ordenados/o100.txt;['B', '10']
5;0.0018;./datasets/Ordenados/o100.txt;['B', '10']
0;0.0018;./datasets/Ordenados/o100.txt;['B', '100']
1;0.0023;./datasets/Ordenados/o100.txt;['B', '100']
2;0.0014;./datasets/Ordenados/o100.txt;['B', '100']
3;0.0020;./datasets/Ordenados/o100.txt;['B', '100']
4;0.0022;./datasets/Ordenados/o100.txt;['B', '100']
5;0.0016;./datasets/Ordenados/o100.txt;['B', '100']
0;0.0016;./datasets/Ordenados/o100.txt;['B', '1000']
1;0.0017;./datasets/Ordenados/o100.txt;['B', '1000']
2;0.0034;./datasets/Ordenados/o100.txt;['B', '1000']
3;0.0019;./datasets/Ordenados/o100.txt;['B', '1000']
4;0.0022;./datasets/Ordenados/o100.txt;['B', '1000']
5;0.0040;./datasets/Ordenados/o100.txt;['B', '1000']
0;0.0051;./datasets/Ordenados/o200.txt;['I']
1;0.0025;./datasets/Ordenados/o200.txt;['I']
2;0.0029;./datasets/Ordenados/o200.txt;['I']
3;0.0027;./datasets/Ordenados/o200.txt;['I']
4;0.0017;./datasets/Ordenados/o200.txt;['I']
5;0.0032;./datasets/Ordenados/o200.txt;['I']
0;0.0023;./datasets/Ordenados/o200.txt;['B', '10']
1;0.0020;./datasets/Ordenados/o200.txt;['B', '10']
2;0.0022;./datasets/Ordenados/o200.txt;['B', '10']
3;0.0022;./datasets/Ordenados/o200.txt;['B', '10']
4;0.0023;./datasets/Ordenados/o200.txt;['B', '10']
5;0.0021;./datasets/Ordenados/o200.txt;['B', '10']
0;0.0019;./datasets/Ordenados/o200.txt;['B', '100']
1;0.0017;./datasets/Ordenados/o200.txt;['B', '100']
2;0.0023;./datasets/Ordenados/o200.txt;['B', '100']
3;0.0020;./datasets/Ordenados/o200.txt;['B', '100']
4;0.0016;./datasets/Ordenados/o200.txt;['B', '100']
5;0.0017;./datasets/Ordenados/o200.txt;['B', '100']
0;0.0017;./datasets/Ordenados/o200.txt;['B', '1000']
1;0.0018;./datasets/Ordenados/o200.txt;['B', '1000']
2;0.0018;./datasets/Ordenados/o200.txt;['B', '1000']
3;0.0028;./datasets/Ordenados/o200.txt;['B', '1000']
4;0.0025;./datasets/Ordenados/o200.txt;['B', '1000']
5;0.0031;./datasets/Ordenados/o200.txt;['B', '1000']
0;0.0048;./datasets/Ordenados/o500.txt;['I']
1;0.0050;./datasets/Ordenados/o500.txt;['I']
2;0.0028;./datasets/Ordenados/o500.txt;['I']
3;0.0030;./datasets/Ordenados/o500.txt;['I']
4;0.0025;./datasets/Ordenados/o500.txt;['I']
5;0.0020;./datasets/Ordenados/o500.txt;['I']
0;0.0020;./datasets/Ordenados/o500.txt;['B', '10']
1;0.0022;./datasets/Ordenados/o500.txt;['B', '10']
2;0.0029;./datasets/Ordenados/o500.txt;['B', '10']
3;0.0017;./datasets/Ordenados/o500.txt;['B', '10']
4;0.0028;./datasets/Ordenados/o500.txt;['B', '10']
5;0.0024;./datasets/Ordenados/o500.txt;['B', '10']
0;0.0025;./datasets/Ordenados/o500.txt;['B', '100']
1;0.0016;./datasets/Ordenados/o500.txt;['B', '100']
2;0.0029;./datasets/Ordenados/o500.txt;['B', '100']
3;0.0022;./datasets/Ordenados/o500.txt;['B', '100']
4;0.0017;./datasets/Ordenados/o500.txt;['B', '100']
5;0.0018;./datasets/Ordenados/o500.txt;['B', '100']
0;0.0018;./datasets/Ordenados/o500.txt;['B', '1000']
1;0.0018;./datasets/Ordenados/o500.txt;['B', '1000']
2;0.0021;./datasets/Ordenados/o500.txt;['B', '1000']
3;0.0023;./datasets/Ordenados/o500.txt;['B', '1000']
4;0.0024;./datasets/Ordenados/o500.txt;['B', '1000']
5;0.0020;./datasets/Ordenados/o500.txt;['B', '1000']
0;0.0024;./datasets/Ordenados/o1000.txt;['I']
1;0.0020;./datasets/Ordenados/o1000.txt;['I']
2;0.0026;./datasets/Ordenados/o1000.txt;['I']
3;0.0022;./datasets/Ordenados/o1000.txt;['I']
4;0.0022;./datasets/Ordenados/o1000.txt;['I']
5;0.0015;./datasets/Ordenados/o1000.txt;['I']
0;0.0022;./datasets/Ordenados/o1000.txt;['B', '10']
1;0.0023;./datasets/Ordenados/o1000.txt;['B', '10']
2;0.0022;./datasets/Ordenados/o1000.txt;['B', '10']
3;0.0024;./datasets/Ordenados/o1000.txt;['B', '10']
4;0.0021;./datasets/Ordenados/o1000.txt;['B', '10']
5;0.0021;./datasets/Ordenados/o1000.txt;['B', '10']
0;0.0018;./datasets/Ordenados/o1000.txt;['B', '100']
1;0.0024;./datasets/Ordenados/o1000.txt;['B', '100']
2;0.0029;./datasets/Ordenados/o1000.txt;['B', '100']
3;0.0022;./datasets/Ordenados/o1000.txt;['B', '100']
4;0.0016;./datasets/Ordenados/o1000.txt;['B', '100']
5;0.0016;./datasets/Ordenados/o1000.txt;['B', '100']
0;0.0017;./datasets/Ordenados/o1000.txt;['B', '1000']
1;0.0026;./datasets/Ordenados/o1000.txt;['B', '1000']
2;0.0024;./datasets/Ordenados/o1000.txt;['B', '1000']
3;0.0021;./datasets/Ordenados/o1000.txt;['B', '1000']
4;0.0018;./datasets/Ordenados/o1000.txt;['B', '1000']
5;0.0016;./datasets/Ordenados/o1000.txt;['B', '1000']
0;0.0034;./datasets/Ordenados/o2000.txt;['I']
1;0.0019;./datasets/Ordenados/o2000.txt;['I']
2;0.0017;./datasets/Ordenados/o2000.txt;['I']
3;0.0025;./datasets/Ordenados/o2000.txt;['I']
4;0.0018;./datasets/Ordenados/o2000.txt;['I']
5;0.0022;./datasets/Ordenados/o2000.txt;['I']
0;0.0040;./datasets/Ordenados/o2000.txt;['B', '10']
1;0.0038;./datasets/Ordenados/o2000.txt;['B', '10']
2;0.0052;./datasets/Ordenados/o2000.txt;['B', '10']
3;0.0035;./datasets/Ordenados/o2000.txt;['B', '10']
4;0.0029;./datasets/Ordenados/o2000.txt;['B', '10']
5;0.0028;./datasets/Ordenados/o2000.txt;['B', '10']
0;0.0020;./datasets/Ordenados/o2000.txt;['B', '100']
1;0.0023;./datasets/Ordenados/o2000.txt;['B', '100']
2;0.0025;./datasets/Ordenados/o2000.txt;['B', '100']
3;0.0019;./datasets/Ordenados/o2000.txt;['B', '100']
4;0.0031;./datasets/Ordenados/o2000.txt;['B', '100']
5;0.0017;./datasets/Ordenados/o2000.txt;['B', '100']
0;0.0023;./datasets/Ordenados/o2000.txt;['B', '1000']
1;0.0030;./datasets/Ordenados/o2000.txt;['B', '1000']
2;0.0025;./datasets/Ordenados/o2000.txt;['B', '1000']
3;0.0023;./datasets/Ordenados/o2000.txt;['B', '1000']
4;0.0034;./datasets/Ordenados/o2000.txt;['B', '1000']
5;0.0024;./datasets/Ordenados/o2000.txt;['B', '1000']
0;0.0029;./datasets/Ordenados/o5000.txt;['I']
1;0.0040;./datasets/Ordenados/o5000.txt;['I']
2;0.0021;./datasets/Ordenados/o5000.txt;['I']
3;0.0021;./datasets/Ordenados/o5000.txt;['I']
4;0.0041;./datasets/Ordenados/o5000.txt;['I']
5;0.0035;./datasets/Ordenados/o5000.txt;['I']
0;0.0030;./datasets/Ordenados/o5000.txt;['B', '10']
1;0.0024;./datasets/Ordenados/o5000.txt;['B', '10']
2;0.0022;./datasets/Ordenados/o5000.txt;['B', '10']
3;0.0029;./datasets/Ordenados/o5000.txt;['B', '10']
4;0.0034;./datasets/Ordenados/o5000.txt;['B', '10']
5;0.0032;./datasets/Ordenados/o5000.txt;['B', '10']
0;0.0028;./datasets/Ordenados/o5000.txt;['B', '100']
1;0.0026;./datasets/Ordenados/o5000.txt;['B', '100']
2;0.0028;./datasets/Ordenados/o5000.txt;['B', '100']
3;0.0027;./datasets/Ordenados/o5000.txt;['B', '100']
4;0.0024;./datasets/Ordenados/o5000.txt;['B', '100']
5;0.0022;./datasets/Ordenados/o5000.txt;['B', '100']
0;0.0024;./datasets/Ordenados/o5000.txt;['B', '1000']
1;0.0032;./datasets/Ordenados/o5000.txt;['B', '1000']
2;0.0029;./datasets/Ordenados/o5000.txt;['B', '1000']
3;0.0029;./datasets/Ordenados/o5000.txt;['B', '1000']
4;0.0030;./datasets/Ordenados/o5000.txt;['B', '1000']
5;0.0025;./datasets/Ordenados/o5000.txt;['B', '1000']
0;0.0069;./datasets/Ordenados/o7500.txt;['I']
1;0.0031;./datasets/Ordenados/o7500.txt;['I']
2;0.0037;./datasets/Ordenados/o7500.txt;['I']
3;0.0035;./datasets/Ordenados/o7500.txt;['I']
4;0.0035;./datasets/Ordenados/o7500.txt;['I']
5;0.0033;./datasets/Ordenados/o7500.txt;['I']
0;0.0043;./datasets/Ordenados/o7500.txt;['B', '10']
1;0.0040;./datasets/Ordenados/o7500.txt;['B', '10']
2;0.0036;./datasets/Ordenados/o7500.txt;['B', '10']
3;0.0041;./datasets/Ordenados/o7500.txt;['B', '10']
4;0.0036;./datasets/Ordenados/o7500.txt;['B', '10']
5;0.0033;./datasets/Ordenados/o7500.txt;['B', '10']
0;0.0035;./datasets/Ordenados/o7500.txt;['B', '100']
1;0.0028;./datasets/Ordenados/o7500.txt;['B', '100']
2;0.0043;./datasets/Ordenados/o7500.txt;['B', '100']
3;0.0034;./datasets/Ordenados/o7500.txt;['B', '100']
4;0.0035;./datasets/Ordenados/o7500.txt;['B', '100']
5;0.0026;./datasets/Ordenados/o7500.txt;['B', '100']
0;0.0025;./datasets/Ordenados/o7500.txt;['B', '1000']
1;0.0041;./datasets/Ordenados/o7500.txt;['B', '1000']
2;0.0027;./datasets/Ordenados/o7500.txt;['B', '1000']
3;0.0036;./datasets/Ordenados/o7500.txt;['B', '1000']
4;0.0033;./datasets/Ordenados/o7500.txt;['B', '1000']
5;0.0029;./datasets/Ordenados/o7500.txt;['B', '1000']
0;0.0047;./datasets/Ordenados/o10000.txt;['I']
1;0.0026;./datasets/Ordenados/o10000.txt;['I']
2;0.0041;./datasets/Ordenados/o10000.txt;['I']
3;0.0037;./datasets/Ordenados/o10000.txt;['I']
4;0.0033;./datasets/Ordenados/o10000.txt;['I']
5;0.0032;./datasets/Ordenados/o10000.txt;['I']
0;0.0033;./datasets/Ordenados/o10000.txt;['B', '10']
1;0.0025;./datasets/Ordenados/o10000.txt;['B', '10']
2;0.0029;./datasets/Ordenados/o10000.txt;['B', '10']
3;0.0026;./datasets/Ordenados/o10000.txt;['B', '10']
4;0.0031;./datasets/Ordenados/o10000.txt;['B', '10']
5;0.0038;./datasets/Ordenados/o10000.txt;['B', '10']
0;0.0040;./datasets/Ordenados/o10000.txt;['B', '100']
1;0.0035;./datasets/Ordenados/o10000.txt;['B', '100']
2;0.0030;./datasets/Ordenados/o10000.txt;['B', '100']
3;0.0030;./datasets/Ordenados/o10000.txt;['B', '100']
4;0.0045;./datasets/Ordenados/o10000.txt;['B', '100']
5;0.0033;./datasets/Ordenados/o10000.txt;['B', '100']
0;0.0043;./datasets/Ordenados/o10000.txt;['B', '1000']
1;0.0032;./datasets/Ordenados/o10000.txt;['B', '1000']
2;0.0028;./datasets/Ordenados/o10000.txt;['B', '1000']
3;0.0038;./datasets/Ordenados/o10000.txt;['B', '1000']
4;0.0032;./datasets/Ordenados/o10000.txt;['B', '1000']
5;0.0047;./datasets/Ordenados/o10000.txt;['B', '1000']
0;0.0064;./datasets/Ordenados/o15000.txt;['I']
1;0.0046;./datasets/Ordenados/o15000.txt;['I']
2;0.0041;./datasets/Ordenados/o15000.txt;['I']
3;0.0058;./datasets/Ordenados/o15000.txt;['I']
4;0.0043;./datasets/Ordenados/o15000.txt;['I']
5;0.0033;./datasets/Ordenados/o15000.txt;['I']
0;0.0041;./datasets/Ordenados/o15000.txt;['B', '10']
1;0.0059;./datasets/Ordenados/o15000.txt;['B', '10']
2;0.0037;./datasets/Ordenados/o15000.txt;['B', '10']
3;0.0038;./datasets/Ordenados/o15000.txt;['B', '10']
4;0.0056;./datasets/Ordenados/o15000.txt;['B', '10']
5;0.0057;./datasets/Ordenados/o15000.txt;['B', '10']
0;0.0037;./datasets/Ordenados/o15000.txt;['B', '100']
1;0.0036;./datasets/Ordenados/o15000.txt;['B', '100']
2;0.0043;./datasets/Ordenados/o15000.txt;['B', '100']
3;0.0036;./datasets/Ordenados/o15000.txt;['B', '100']
4;0.0049;./datasets/Ordenados/o15000.txt;['B', '100']
5;0.0033;./datasets/Ordenados/o15000.txt;['B', '100']
0;0.0042;./datasets/Ordenados/o15000.txt;['B', '1000']
1;0.0051;./datasets/Ordenados/o15000.txt;['B', '1000']
2;0.0053;./datasets/Ordenados/o15000.txt;['B', '1000']
3;0.0047;./datasets/Ordenados/o15000.txt;['B', '1000']
4;0.0047;./datasets/Ordenados/o15000.txt;['B', '1000']
5;0.0041;./datasets/Ordenados/o15000.txt;['B', '1000']
0;0.0076;./datasets/Ordenados/o30000.txt;['I']
1;0.0072;./datasets/Ordenados/o30000.txt;['I']
2;0.0049;./datasets/Ordenados/o30000.txt;['I']
3;0.0074;./datasets/Ordenados/o30000.txt;['I']
4;0.0052;./datasets/Ordenados/o30000.txt;['I']
5;0.0053;./datasets/Ordenados/o30000.txt;['I']
0;0.0072;./datasets/Ordenados/o30000.txt;['B', '10']
1;0.0064;./datasets/Ordenados/o30000.txt;['B', '10']
2;0.0068;./datasets/Ordenados/o30000.txt;['B', '10']
3;0.0051;./datasets/Ordenados/o30000.txt;['B', '10']
4;0.0087;./datasets/Ordenados/o30000.txt;['B', '10']
5;0.0063;./datasets/Ordenados/o30000.txt;['B', '10']
0;0.0056;./datasets/Ordenados/o30000.txt;['B', '100']
1;0.0051;./datasets/Ordenados/o30000.txt;['B', '100']
2;0.0049;./datasets/Ordenados/o30000.txt;['B', '100']
3;0.0053;./datasets/Ordenados/o30000.txt;['B', '100']
4;0.0046;./datasets/Ordenados/o30000.txt;['B', '100']
5;0.0060;./datasets/Ordenados/o30000.txt;['B', '100']
0;0.0075;./datasets/Ordenados/o30000.txt;['B', '1000']
1;0.0076;./datasets/Ordenados/o30000.txt;['B', '1000']
2;0.0064;./datasets/Ordenados/o30000.txt;['B', '1000']
3;0.0070;./datasets/Ordenados/o30000.txt;['B', '1000']
4;0.0052;./datasets/Ordenados/o30000.txt;['B', '1000']
5;0.0051;./datasets/Ordenados/o30000.txt;['B', '1000']
0;0.0123;./datasets/Ordenados/o50000.txt;['I']
1;0.0094;./datasets/Ordenados/o50000.txt;['I']
2;0.0089;./datasets/Ordenados/o50000.txt;['I']
3;0.0095;./datasets/Ordenados/o50000.txt;['I']
4;0.0092;./datasets/Ordenados/o50000.txt;['I']
5;0.0107;./datasets/Ordenados/o50000.txt;['I']
0;0.0075;./datasets/Ordenados/o50000.txt;['B', '10']
1;0.0069;./datasets/Ordenados/o50000.txt;['B', '10']
2;0.0068;./datasets/Ordenados/o50000.txt;['B', '10']
3;0.0104;./datasets/Ordenados/o50000.txt;['B', '10']
4;0.0115;./datasets/Ordenados/o50000.txt;['B', '10']
5;0.0112;./datasets/Ordenados/o50000.txt;['B', '10']
0;0.0087;./datasets/Ordenados/o50000.txt;['B', '100']
1;0.0075;./datasets/Ordenados/o50000.txt;['B', '100']
2;0.0069;./datasets/Ordenados/o50000.txt;['B', '100']
3;0.0064;./datasets/Ordenados/o50000.txt;['B', '100']
4;0.0080;./datasets/Ordenados/o50000.txt;['B', '100']
5;0.0111;./datasets/Ordenados/o50000.txt;['B', '100']
0;0.0105;./datasets/Ordenados/o50000.txt;['B', '1000']
1;0.0088;./datasets/Ordenados/o50000.txt;['B', '1000']
2;0.0082;./datasets/Ordenados/o50000.txt;['B', '1000']
3;0.0066;./datasets/Ordenados/o50000.txt;['B', '1000']
4;0.0076;./datasets/Ordenados/o50000.txt;['B', '1000']
5;0.0072;./datasets/Ordenados/o50000.txt;['B', '1000']
0;0.0118;./datasets/Ordenados/o75000.txt;['I']
1;0.0113;./datasets/Ordenados/o75000.txt;['I']
2;0.0113;./datasets/Ordenados/o75000.txt;['I']
3;0.0136;./datasets/Ordenados/o75000.txt;['I']
4;0.0143;./datasets/Ordenados/o75000.txt;['I']
5;0.0128;./datasets/Ordenados/o75000.txt;['I']
0;0.0116;./datasets/Ordenados/o75000.txt;['B', '10']
1;0.0113;./datasets/Ordenados/o75000.txt;['B', '10']
2;0.0120;./datasets/Ordenados/o75000.txt;['B', '10']
3;0.0125;./datasets/Ordenados/o75000.txt;['B', '10']
4;0.0149;./datasets/Ordenados/o75000.txt;['B', '10']
5;0.0130;./datasets/Ordenados/o75000.txt;['B', '10']
0;0.0121;./datasets/Ordenados/o75000.txt;['B', '100']
1;0.0130;./datasets/Ordenados/o75000.txt;['B', '100']
2;0.0115;./datasets/Ordenados/o75000.txt;['B', '100']
3;0.0116;./datasets/Ordenados/o75000.txt;['B', '100']
4;0.0129;./datasets/Ordenados/o75000.txt;['B', '100']
5;0.0132;./datasets/Ordenados/o75000.txt;['B', '100']
0;0.0164;./datasets/Ordenados/o75000.txt;['B', '1000']
1;0.0117;./datasets/Ordenados/o75000.txt;['B', '1000']
2;0.0138;./datasets/Ordenados/o75000.txt;['B', '1000']
3;0.0154;./datasets/Ordenados/o75000.txt;['B', '1000']
4;0.0139;./datasets/Ordenados/o75000.txt;['B', '1000']
5;0.0167;./datasets/Ordenados/o75000.txt;['B', '1000']
0;0.0254;./datasets/Ordenados/o100000.txt;['I']
1;0.0144;./datasets/Ordenados/o100000.txt;['I']
2;0.0184;./datasets/Ordenados/o100000.txt;['I']
3;0.0149;./datasets/Ordenados/o100000.txt;['I']
4;0.0163;./datasets/Ordenados/o100000.txt;['I']
5;0.0195;./datasets/Ordenados/o100000.txt;['I']
0;0.0204;./datasets/Ordenados/o100000.txt;['B', '10']
1;0.0184;./datasets/Ordenados/o100000.txt;['B', '10']
2;0.0137;./datasets/Ordenados/o100000.txt;['B', '10']
3;0.0156;./datasets/Ordenados/o100000.txt;['B', '10']
4;0.0177;./datasets/Ordenados/o100000.txt;['B', '10']
5;0.0153;./datasets/Ordenados/o100000.txt;['B', '10']
0;0.0172;./datasets/Ordenados/o100000.txt;['B', '100']
1;0.0177;./datasets/Ordenados/o100000.txt;['B', '100']
2;0.0204;./datasets/Ordenados/o100000.txt;['B', '100']
3;0.0203;./datasets/Ordenados/o100000.txt;['B', '100']
4;0.0211;./datasets/Ordenados/o100000.txt;['B', '100']
5;0.0363;./datasets/Ordenados/o100000.txt;['B', '100']
0;0.0169;./datasets/Ordenados/o100000.txt;['B', '1000']
1;0.0207;./datasets/Ordenados/o100000.txt;['B', '1000']
2;0.0189;./datasets/Ordenados/o100000.txt;['B', '1000']
3;0.0177;./datasets/Ordenados/o100000.txt;['B', '1000']
4;0.0211;./datasets/Ordenados/o100000.txt;['B', '1000']
5;0.0209;./datasets/Ordenados/o100000.txt;['B', '1000']
0;0.0388;./datasets/Ordenados/o200000.txt;['I']
1;0.0325;./datasets/Ordenados/o200000.txt;['I']
2;0.0309;./datasets/Ordenados/o200000.txt;['I']
3;0.0289;./datasets/Ordenados/o200000.txt;['I']
4;0.0334;./datasets/Ordenados/o200000.txt;['I']
5;0.0288;./datasets/Ordenados/o200000.txt;['I']
0;0.0331;./datasets/Ordenados/o200000.txt;['B', '10']
1;0.0301;./datasets/Ordenados/o200000.txt;['B', '10']
2;0.0330;./datasets/Ordenados/o200000.txt;['B', '10']
3;0.0376;./datasets/Ordenados/o200000.txt;['B', '10']
4;0.0316;./datasets/Ordenados/o200000.txt;['B', '10']
5;0.0375;./datasets/Ordenados/o200000.txt;['B', '10']
0;0.0340;./datasets/Ordenados/o200000.txt;['B', '100']
1;0.0368;./datasets/Ordenados/o200000.txt;['B', '100']
2;0.0336;./datasets/Ordenados/o200000.txt;['B', '100']
3;0.0371;./datasets/Ordenados/o200000.txt;['B', '100']
4;0.0352;./datasets/Ordenados/o200000.txt;['B', '100']
5;0.0308;./datasets/Ordenados/o200000.txt;['B', '100']
0;0.0306;./datasets/Ordenados/o200000.txt;['B', '1000']
1;0.0317;./datasets/Ordenados/o200000.txt;['B', '1000']
2;0.0252;./datasets/Ordenados/o200000.txt;['B', '1000']
3;0.0236;./datasets/Ordenados/o200000.txt;['B', '1000']
4;0.0239;./datasets/Ordenados/o200000.txt;['B', '1000']
5;0.0457;./datasets/Ordenados/o200000.txt;['B', '1000']
0;0.0884;./datasets/Ordenados/o500000.txt;['I']
1;0.0697;./datasets/Ordenados/o500000.txt;['I']
2;0.0562;./datasets/Ordenados/o500000.txt;['I']
3;0.0607;./datasets/Ordenados/o500000.txt;['I']
4;0.0578;./datasets/Ordenados/o500000.txt;['I']
5;0.0614;./datasets/Ordenados/o500000.txt;['I']
0;0.0787;./datasets/Ordenados/o500000.txt;['B', '10']
1;0.0700;./datasets/Ordenados/o500000.txt;['B', '10']
2;0.0619;./datasets/Ordenados/o500000.txt;['B', '10']
